Eigentumswohnungen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2000,,2001,,2002,,2003,,2004,,2005,,2006,,2007,,2008,,2009,,2010,,2011,,2012,,2013,,2014,,2015,,2016,,2017,,2018,,2019,,2020,,2021,,
Block, Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² ,
147152, 1 , 900 , 2 , 870 ,,,,,,, 1 , 519 ,,,,, 2 , 498 ,,, 1 , 936 , 3 , 926 , 44 ," 1,013 ", 16 ," 1,124 ", 2 ," 1,371 ",,, 1 ," 1,425 ", 1 ," 1,988 ", 4 ," 2,018 ",,, 2 ," 3,056 ",,,
147155,,,,,,, 1 , 895 ,,,,,,,,,,,,,,,,,,,,,,,,, 2 ," 1,752 ", 1 ," 2,203 ", 2 ," 2,439 ",,, 4 ," 2,816 ",,,
147159, 2 , 895 , 3 , 895 ,,, 2 , 735 ,,, 1 , 529 , 1 , 481 ,,, 1 , 713 , 1 , 756 ,,,,,,, 1 , 767 , 1 ," 1,779 ", 1 , 805 , 2 ," 2,049 ", 9 ," 2,338 ", 4 ," 2,284 ", 1 ," 2,793 ", 5 ," 3,322 ",,,
147613,,, 1 ," 2,138 ",,,,,,,,, 2 ," 1,622 ", 13 , 865 , 11 ," 1,078 ", 3 ," 1,914 ", 5 , 871 , 14 ," 1,778 ", 2 ," 1,776 ", 13 ," 2,986 ", 11 ," 2,743 ", 13 ," 2,997 ", 7 ," 2,536 ", 2 ," 3,830 ", 13 ," 3,545 ", 6 ," 4,093 ", 6 ," 3,500 ", 1 ," 5,134 ",
148003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 10 ," 5,295 ", 2 ," 5,073 ",
148006,,, 4 ," 1,185 ", 1 , 95 ,,, 2 , 383 , 5 , 450 , 1 , 812 , 4 , 864 , 3 ," 1,099 ", 1 ," 1,286 ",,, 3 , 934 , 6 ," 1,202 ", 3 ," 1,232 ", 4 ," 1,254 ", 1 ," 1,838 ", 18 ," 3,085 ", 23 ," 4,084 ", 5 ," 3,102 ", 3 ," 3,878 ", 4 ," 2,811 ",,,
148007,,,,,,,,,,, 1 ,,,,,,,,,, 1 , 495 , 1 ," 1,179 ",,, 3 ," 1,942 ", 5 ," 2,752 ", 19 ," 2,678 ", 4 ," 4,069 ", 8 ," 4,536 ", 5 ," 4,827 ", 1 ," 3,434 ", 2 ," 3,625 ", 1 ," 2,582 ",
149010,,, 6 ," 1,941 ",,,,, 2 ," 1,641 ",,,,, 1 , 534 ,,,,,,,,,,,,,,, 3 ," 1,932 ",,,,, 7 ," 3,690 ", 5 ," 3,881 ", 3 ," 3,328 ",,,
149017, 5 ," 1,432 ", 10 ," 1,371 ",,,,, 2 , 436 , 9 , 455 , 3 , 590 ,,,,,,,,,,,,,,,,, 1 ," 3,936 ",,,,,,,,,,,,,
149020,,, 1 ," 1,712 ",,,,, 1 ," 1,566 ",,,,, 10 ," 2,256 ", 11 ," 1,984 ",,, 1 ," 3,254 ", 1 ," 1,688 ", 1 ," 2,016 ", 2 ," 1,911 ",,,,, 1 ," 1,081 ",,, 1 ," 3,853 ",,, 3 ," 5,295 ",,,
149023, 4 ," 1,959 ", 19 ," 1,977 ",,, 1 ,,,,,,,,,,,, 1 ," 1,386 ", 2 ," 1,845 ", 5 ," 1,808 ", 4 ," 1,878 ",,,,, 1 ," 2,669 ", 11 ," 2,791 ", 5 ," 2,679 ", 2 ," 3,177 ",,,,,,,
149025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 81 ," 8,060 ", 46 ," 7,762 ",,,
149029,,,,,,,,,,,,, 2 , 543 , 1 , 952 ,,, 1 , 905 , 1 ," 1,077 ", 4 , 993 , 1 ," 1,693 ", 1 ," 2,147 ",,,,, 3 ," 1,489 ",,, 1 ," 2,980 ",,,,,,,
149038,,,,,,,,,,,,,,,,,,,,,,,,,,, 30 ," 3,296 ", 12 ," 3,286 ", 74 ," 3,175 ", 20 ," 3,058 ",,, 3 ," 4,067 ",,,,,,,
149039,,,,,,,,,,,,,,,,,,, 3 , 651 ,,,,,,,,,,,,,,,,,,,,,,,,,
149046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 20 ," 4,809 ", 13 ," 5,392 ", 2 ," 5,947 ",
149055, 7 ," 1,873 ", 7 ," 12,801 ", 6 , 409 ,,, 2 , 416 , 2 , 900 , 2 , 983 ,,, 3 ," 1,086 ",,, 1 ," 1,487 ", 3 ," 1,273 ", 1 , 756 , 1 ," 1,472 ", 22 ," 1,450 ", 43 ," 1,499 ", 8 ," 1,612 ", 5 ," 2,968 ", 10 ," 3,902 ", 5 ," 2,294 ", 1 ," 4,695 ",,,
149056, 1 ," 2,415 ", 3 , 964 ,,,,, 1 , 653 , 1 ," 1,243 ", 3 , 846 , 10 , 854 , 6 ," 1,039 ", 2 ," 1,275 ", 1 ," 1,520 ", 1 ," 1,288 ", 3 ," 1,553 ", 4 ," 2,027 ", 1 ," 1,993 ", 3 , 74 , 2 ," 1,704 ", 2 ," 3,473 ", 2 ," 2,214 ", 14 ," 3,232 ", 7 ," 3,023 ",,,
149065, 14 ," 1,151 ",,,,,,,,,,,,,,,,,,,,,,, 1 ," 1,264 ",,,,,,,,,,, 4 ," 4,048 ", 5 ," 3,934 ", 1 ," 3,360 ",,,
149066, 8 ," 1,288 ", 2 ," 1,061 ",,,,,,,,,,,,,,, 1 ," 1,181 ", 1 ," 1,289 ",,,,,,, 1 ," 2,024 ",,,,,,,,, 1 ," 4,488 ", 1 ," 4,404 ",,,
149067,,,,,,,,,,,,,,, 5 ," 1,656 ", 8 ," 1,785 ", 4 ," 1,510 ", 8 ," 1,711 ", 2 ," 1,886 ", 3 ," 2,035 ", 3 ," 2,411 ",,,,, 2 ," 3,380 ", 1 ," 3,824 ", 1 ," 2,931 ",,, 1 ," 5,387 ",,,
149068,,,,,,,,,,,,, 3 ," 1,600 ", 3 ," 1,587 ",,,,,,, 1 , 241 ,,, 4 , 401 ,,, 11 ," 1,256 ",,,,,,,,,,,,,
149069,,,,, 1 , 453 ,,,,,,,,,,,,,,, 1 , 779 , 2 , 943 , 6 ," 1,843 ", 22 ," 2,033 ", 8 ," 2,204 ", 4 ," 1,884 ", 2 ," 2,121 ", 3 ," 3,384 ", 1 ," 2,945 ", 2 ," 4,630 ", 1 ," 4,286 ",,,
149073,,,,,,,,,,, 2 , 806 ,,, 3 , 983 , 2 , 830 , 4 , 867 , 1 , 897 , 2 ," 1,018 ", 10 ," 2,246 ", 3 ," 1,870 ",,, 3 ," 2,133 ",,, 4 ," 3,525 ", 3 ," 2,996 ", 1 ," 3,108 ", 1 ," 3,152 ",,,
149077, 1 ," 1,994 ",,,,,,, 2 , 887 , 5 ," 1,119 ", 4 , 582 , 2 ," 1,574 ",,, 3 , 667 , 5 , 664 , 6 ," 1,076 ", 3 ," 1,024 ", 7 ," 1,755 ", 8 ," 1,736 ", 4 ," 1,909 ", 4 ," 2,078 ", 3 ," 2,097 ", 4 ," 2,147 ", 3 ," 2,679 ", 5 ," 3,344 ", 1 ," 4,327 ",
149078,,,,,,,,,,,,,,,,,,,,,,, 3 ," 1,029 ", 2 ," 1,094 ", 2 ," 1,200 ", 1 ," 2,711 ",,, 3 ," 3,010 ", 7 ," 3,175 ", 8 ," 4,315 ", 1 ," 3,737 ", 1 ," 5,352 ",,,
149079, 1 ," 1,509 ",,, 1 , 672 ,,, 1 ,,,, 5 , 792 ,,,,,,, 1 , 394 , 8 , 607 , 2 ," 1,215 ", 5 ," 1,550 ", 5 ," 1,698 ",,,,, 2 ," 2,819 ", 1 ," 4,066 ", 3 ," 3,732 ",,,,,
149104,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 29 ," 2,648 ", 4 ," 2,612 ",,,,,,,,,,,,,
150002,,,,,,, 3 , 884 , 1 ," 1,025 ",,,,, 2 , 377 , 5 ," 1,172 ",,,,, 2 , 866 , 3 , 971 , 1 ," 1,137 ", 2 ," 1,113 ",,, 2 ," 1,449 ",,,,, 3 ," 3,032 ", 1 ," 1,873 ",,,
150003,,,,,,,,,,,,,,,,,,,,,,,,,,, 19 ," 2,469 ", 25 ," 2,525 ", 49 ," 2,614 ", 11 ," 2,924 ", 1 ," 4,005 ", 1 ," 3,982 ", 1 ," 3,653 ", 1 ," 4,218 ",,,
150005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 44 ," 5,049 ", 52 ," 5,199 ",,,,,,,,,
151031,,,,,,,,,,,,,,,,,,,,, 59 ," 1,391 ", 7 ," 1,365 ", 1 ," 1,791 ", 1 ," 1,934 ",,,,,,, 1 ," 1,816 ",,, 1 ," 3,571 ", 2 ," 3,801 ",,,
151032,,,,,,,,,,,,,,,,, 38 ," 1,167 ", 13 ," 1,190 ",,,,, 1 ," 1,601 ", 2 ," 1,410 ", 1 ," 1,903 ",,, 1 ," 1,538 ",,, 2 ," 2,721 ",,,,,,,
151034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1 ," 5,354 ", 72 ," 4,808 ", 36 ," 5,498 ", 1 ," 5,293 ",
152005, 1 , 876 ,,, 1 , 859 ,,,,, 3 , 807 , 2 , 719 , 26 ," 2,373 ",,,,,,, 1 ," 1,282 ",,, 14 ," 2,913 ", 4 ," 2,508 ", 3 ," 2,636 ",,, 4 ," 3,048 ", 4 ," 3,547 ", 2 ," 5,122 ", 7 ," 3,676 ",,,
152024, 10 , 803 , 14 , 913 , 3 , 927 ,,, 2 ," 1,027 ", 1 ," 1,223 ", 1 , 611 ,,,,,,,,,,, 1 , 734 , 1 ," 1,274 ",,,,, 1 ," 2,576 ", 2 ," 3,549 ", 1 ," 4,087 ", 2 ," 3,980 ",,,,,
152044, 1 , 821 , 3 , 819 , 1 , 984 , 4 ,, 2 ," 1,303 ", 8 ," 1,184 ", 6 , 941 ,,,,,,, 1 ," 1,196 ", 1 ," 1,495 ", 1 ," 1,782 ", 1 ," 1,615 ", 1 ," 1,450 ", 5 ," 1,826 ", 4 ," 2,580 ", 17 ," 2,714 ", 20 ," 2,851 ", 17 ," 3,113 ", 9 ," 3,477 ", 1 ," 3,886 ",
153006,,,,,,, 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153008,,,,,,, 1 ,, 3 ," 1,974 ",,, 4 ," 2,544 ", 6 ," 1,335 ", 2 , 989 , 6 ," 1,005 ", 4 ," 1,188 ", 2 ," 1,135 ", 3 ," 1,373 ", 4 ," 1,841 ", 4 ," 1,879 ", 4 ," 1,833 ", 4 ," 1,979 ", 3 ," 2,895 ", 10 ," 2,895 ", 6 ," 3,611 ", 6 ," 3,310 ",,,
153022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 16 ," 2,939 ", 23 ," 2,624 ", 8 ," 2,760 ", 7 ," 3,872 ", 8 ," 4,013 ", 4 ," 5,144 ", 2 ," 4,469 ",
153023,,, 16 ," 1,390 ",,, 5 ," 1,047 ", 3 ," 1,257 ", 8 ," 1,180 ", 1 ," 1,748 ", 1 ," 1,017 ", 2 , 945 , 1 , 768 , 1 ," 1,266 ", 1 ," 1,068 ", 2 ," 1,447 ", 1 ," 1,319 ", 9 ," 2,898 ", 13 ," 2,554 ", 4 ," 2,539 ", 3 ," 2,693 ", 3 ," 3,653 ", 6 ," 4,341 ", 2 ," 3,553 ", 3 ," 4,423 ",
153025,,,,,,,,,,,,,,,,,,, 3 ," 1,004 ", 4 ," 1,207 ", 1 ," 1,878 ",,,,,,,,, 1 ," 1,231 ",,,,,,,,,,,
153026,,, 1 ,,,,,,,,,,,,,,,,,,,,,, 2 ,, 3 , 981 , 1 , 934 , 1 ," 1,534 ", 1 ,, 48 ," 3,978 ", 19 ," 3,963 ",,, 1 ," 3,175 ",,,
153027,,,,,,,,,,, 1 , 828 , 1 , 660 , 2 , 563 , 3 ," 1,182 ", 5 , 943 , 1 ," 1,170 ",,,,, 23 ," 2,251 ", 8 ," 2,065 ", 5 ," 2,467 ", 5 ," 1,770 ", 3 ," 2,831 ", 1 ," 2,373 ", 3 ," 3,020 ", 2 ," 3,926 ",,,
153028, 3 ," 1,154 ", 11 ," 1,304 ", 5 , 473 , 3 ," 1,304 ", 2 , 490 , 1 ," 1,193 ", 1 ," 1,666 ", 3 , 817 ,,, 1 , 940 , 2 , 987 , 5 ," 1,798 ", 10 ," 1,562 ", 10 ," 1,571 ", 2 ," 2,079 ", 3 ," 1,605 ", 2 ," 1,953 ", 2 ," 2,267 ", 11 ," 2,155 ", 4 ," 3,859 ",,, 1 , 405 ,
153029, 2 ," 2,067 ", 3 ," 1,670 ", 2 ," 1,969 ",,, 1 ," 1,570 ",,,,,,,,, 2 ," 1,816 ", 4 ," 1,333 ", 2 ," 1,719 ", 21 ," 2,358 ", 6 ," 1,860 ", 2 ," 1,670 ",,,,, 3 ," 4,241 ", 1 ," 5,175 ", 1 ," 6,258 ", 1 ," 5,539 ",,,
153030,,,,, 5 ,, 12 ," 1,119 ", 2 ," 1,737 ", 3 , 705 , 3 ," 1,019 ", 1 , 700 , 5 ," 1,426 ", 17 ," 1,560 ", 4 ," 1,404 ", 9 ," 1,624 ", 8 ," 1,745 ", 11 ," 1,755 ", 9 ," 1,891 ", 21 ," 2,394 ", 16 ," 2,773 ", 3 ," 3,306 ", 3 ," 3,017 ", 7 ," 2,820 ", 3 ," 3,968 ",,,
153031,,,,,,,,,,,,,,,,,,, 7 ," 2,171 ", 3 , 772 , 10 , 571 , 10 ," 1,297 ", 1 ," 1,929 ",,, 3 ," 3,238 ", 1 ," 3,359 ", 1 ," 4,781 ",,,,,,,,,
153032,,,,, 2 ," 1,570 ",,,,,,,,,,,,,,,,,,, 1 ," 1,594 ", 1 ," 1,203 ",,,,,,, 65 ," 4,235 ", 3 ," 5,051 ", 17 ," 5,541 ", 2 ," 4,084 ",,,
153034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 38 ," 4,141 ", 30 ," 4,460 ", 1 ," 5,662 ", 1 ," 5,426 ",,,,,
153035,,,,,,,,,,,,,,,,,,,,,,, 1 ," 1,339 ",,, 2 ," 1,253 ", 1 ," 1,850 ",,, 31 ," 3,749 ",,, 3 ," 3,816 ",,, 1 ," 3,187 ",,,
153036,,,,, 2 ,,,,,,,, 1 ," 1,244 ", 3 , 985 ,,, 1 ," 1,512 ",,, 3 ," 1,432 ", 1 ," 1,445 ",,,,,,,,, 1 ," 3,436 ",,,,,,,,,
153037,,,,,,,,,,,,, 1 ," 1,590 ",,,,,,,,,,,,,,,,, 1 ," 2,111 ", 5 ," 1,988 ", 5 ,, 5 ," 4,278 ", 22 ," 4,614 ", 3 ," 6,758 ", 2 ," 4,205 ",
153038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1 ,,
153039,,,,,,,,,,,,,,,,,,,,,,, 1 ," 2,417 ",,,,, 1 ," 2,347 ", 1 ," 3,263 ",,, 1 ," 2,907 ", 1 ," 3,231 ", 1 ," 3,773 ", 1 ," 4,836 ",,,
153042,,, 1 , 562 , 2 , 654 , 1 , 646 , 2 , 353 , 8 , 666 , 3 ," 2,046 ", 4 ," 1,506 ",,, 5 , 813 , 2 , 852 , 17 , 996 , 3 ," 1,172 ", 5 ," 1,553 ", 8 ," 2,598 ", 9 ," 1,850 ", 11 ," 2,921 ", 2 ," 2,003 ", 5 ," 2,314 ", 5 ," 2,951 ", 2 ," 2,569 ",,,
153044,,,,,,, 3 ," 1,000 ", 1 , 302 ,,, 6 ," 1,451 ", 6 ," 1,334 ",,, 1 ," 1,301 ",,, 1 ," 1,350 ", 3 ," 1,541 ", 1 ," 2,803 ",,, 7 ," 1,925 ", 41 ," 3,061 ", 21 ," 3,611 ", 8 ," 3,514 ", 4 ," 3,706 ", 3 ," 5,233 ",,,
153045,,, 1 ," 1,148 ", 2 ," 1,203 ", 9 , 995 , 1 ," 1,174 ",,,,,,,,,,, 2 ," 1,548 ", 2 ," 1,429 ", 2 ," 1,722 ", 1 ," 2,874 ", 3 ," 2,200 ", 1 ," 1,930 ", 2 ," 1,914 ", 1 ," 3,694 ", 5 ," 2,925 ",,, 1 ," 4,066 ",,,
153047,,,,,,,,,,,,,,,,, 1 ," 1,971 ",,,,,,,,,,,,,,,,,,,,,,,,,,,
153048, 1 ," 1,710 ",,,,,,,,, 8 ," 1,092 ", 1 , 552 , 3 ," 1,591 ",,, 1 , 546 ,,, 2 , 967 ,,, 2 ," 1,691 ", 3 ," 1,287 ",,,,, 2 ," 2,942 ", 3 ," 2,672 ", 2 ," 3,288 ", 10 ," 5,685 ", 3 ," 6,233 ",
153053,,, 5 ," 1,097 ",,,,,,, 1 ," 1,015 ",,,,,,,,,,,,,,,,,,,,, 1 ," 2,609 ", 2 ," 2,272 ",,,,, 1 ," 4,153 ",,,
153054,,,,,,,,, 1 ," 1,152 ",,, 2 , 853 , 1 ," 3,339 ",,, 1 ," 1,084 ",,, 4 ," 1,474 ", 5 ," 1,749 ",,,,, 2 ," 1,575 ", 1 ," 2,450 ", 2 ," 2,320 ",,, 4 ," 5,370 ", 6 ," 3,980 ", 1 ," 4,843 ",
153055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 12 ," 3,889 ",,,,,,,,,,,
153056, 1 , 496 ,,,,,,,,, 1 ,, 3 ,,,, 1 , 647 , 1 , 985 , 1 , 998 ,,,,, 8 ," 2,572 ",,,,,,,,,,,,, 1 ," 3,707 ",,,
153058,,,,, 1 , 855 ,,, 1 ," 1,071 ",,,,, 1 ,,,,,,,,,,,, 4 ," 2,938 ", 14 ," 1,643 ", 3 ," 1,460 ",,, 1 ," 1,443 ",,,,, 1 ," 4,079 ",,,
153059, 3 ," 2,723 ", 1 ," 2,533 ",,,,,,, 1 ," 1,047 ",,, 2 ," 1,482 ",,,,,,,,,,,,,,,,,,,,, 5 ," 3,842 ", 21 ," 5,674 ", 9 ," 6,937 ", 2 ," 7,687 ",
153060,,,,, 2 ," 2,118 ", 3 ," 2,112 ", 8 ," 1,151 ",,,,, 2 ," 1,750 ",,,,, 1 ," 1,615 ",,, 2 ," 1,808 ",,, 2 ," 2,229 ",,,,,,,,, 1 ," 3,099 ",,,,,
153062,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 39 ," 3,084 ", 15 ," 3,426 ", 1 ," 3,746 ", 1 ," 4,269 ",,,,,,, 1 ," 6,000 ",
153063,,, 1 ," 1,187 ", 2 ," 1,209 ", 2 ," 1,372 ",,, 1 ," 1,240 ",,,,, 3 , 800 ,,, 5 ," 1,117 ", 1 ," 1,338 ", 2 ," 1,844 ", 1 ," 2,338 ",,,,,,,,, 2 ," 1,660 ", 9 ," 2,014 ", 7 ,, 1 ," 3,568 ",
153064, 12 ," 1,985 ", 6 ," 1,696 ",,,,, 2 ," 1,064 ", 3 , 860 ,,, 3 ," 1,433 ", 4 , 986 , 5 ," 1,048 ", 2 ," 1,272 ", 13 ," 1,341 ", 3 ," 1,611 ", 6 ," 1,700 ", 1 ," 1,986 ", 5 ," 2,550 ", 6 ," 2,719 ", 2 ," 3,418 ", 1 ," 4,086 ", 5 ," 4,214 ", 4 ," 4,183 ",,,
153065,,,,,,, 3 ," 1,205 ", 5 ," 1,557 ",,,,,,,,,,,,,,,,, 8 ," 2,889 ", 1 ," 2,812 ",,,,, 2 ," 4,233 ",,,,,,,,,
153066, 2 ," 2,117 ", 5 ," 2,274 ", 2 ," 1,576 ",,,,,,, 1 ," 1,812 ", 2 ," 1,477 ", 1 ," 2,236 ",,, 1 ," 1,394 ", 1 ," 1,331 ",,, 4 ," 3,873 ", 6 ," 3,344 ", 1 ," 3,120 ",,, 2 ," 2,099 ",,, 2 ," 2,529 ", 3 ," 3,709 ",,,
153067,,,,, 3 ," 1,553 ", 2 ," 1,990 ",,, 5 ," 1,294 ", 7 ,, 9 ," 1,458 ", 1 ," 2,071 ", 2 ," 1,050 ", 4 ," 1,028 ", 12 ," 2,512 ", 21 ," 2,772 ", 25 ," 2,697 ", 3 ," 2,022 ", 1 ," 1,678 ", 1 ," 2,118 ",,, 1 ," 2,821 ",,, 4 ," 2,899 ",,,
153068,,,,,,,,,,, 49 ," 1,058 ", 10 ," 1,204 ", 61 ," 1,416 ", 13 ," 1,379 ", 3 ," 1,436 ", 8 ," 1,396 ", 9 ," 1,458 ", 19 ," 1,490 ", 19 ," 1,590 ", 9 ," 1,671 ", 4 ," 1,846 ", 8 ," 2,438 ", 6 ," 2,546 ", 10 ," 3,007 ", 5 ," 3,363 ", 4 ," 3,705 ",,,
153070, 2 ," 1,174 ",,,,,,,,,,, 5 , 753 , 3 ," 1,534 ", 2 , 694 , 16 ," 1,612 ", 4 ," 1,029 ", 4 ," 1,248 ", 3 ," 2,088 ", 1 ," 2,806 ", 3 ," 2,861 ", 3 ," 2,201 ", 4 ," 2,114 ", 2 ," 2,387 ", 3 ," 3,061 ",,,,,,,
153072,,,,,,,,,,, 1 , 428 , 3 , 970 , 1 , 887 , 1 ," 1,996 ",,, 3 ," 1,141 ",,, 2 ," 1,763 ", 1 ," 1,895 ", 3 ," 1,871 ", 2 ," 1,939 ", 5 ," 2,388 ", 2 ," 1,877 ",,, 1 ," 3,659 ", 1 ," 3,766 ",,,
153077,,,,,,,,,,,,, 1 ," 1,684 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153078,,,,,,,,,,,,,,,,,,,,,,,,, 1 ," 2,449 ",,,,,,,,,,,,,,,,,,,
153085,,,,,,,,,,,,, 2 , 719 ,,,,,,,,,,,,,,,,, 2 ," 3,883 ", 1 ," 4,209 ",,,,,,,,,,,
153087,,,,,,,,,,,,,,,,,,,,, 1 , 952 , 6 ," 1,035 ", 2 ," 1,093 ", 3 , 622 ,,,,, 2 , 704 , 1 , 704 , 1 ," 2,703 ", 1 ," 1,191 ",,,,,
153089, 1 ," 1,750 ",,,,,,,,,,, 1 ," 1,859 ",,, 1 ," 1,422 ",,,,, 1 ," 2,220 ", 2 ," 1,933 ",,,,,,, 1 ," 2,650 ",,,,, 1 ," 3,169 ",,,,,
153090,,,,, 4 ," 2,328 ", 4 ," 1,932 ", 16 ," 1,648 ", 12 ," 1,609 ", 3 ," 1,885 ", 2 ," 1,595 ", 1 ," 1,526 ", 3 ," 1,167 ", 2 ," 1,206 ", 22 ," 2,864 ", 33 ," 2,769 ", 55 ," 2,501 ", 28 ," 3,387 ", 7 ," 3,395 ", 8 ," 2,658 ", 6 ," 4,451 ", 7 ," 4,892 ", 16 ," 3,676 ", 5 ," 4,724 ",,,
153091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 3 ," 3,093 ", 1 ," 2,126 ", 1 ," 4,693 ", 3 ," 4,380 ", 1 ,,
153092,,,,, 1 ," 1,704 ",,, 1 ," 2,053 ", 13 ," 1,989 ",,,,,,, 2 ," 1,776 ", 1 ," 1,934 ", 1 ," 2,021 ", 1 ,, 9 ," 2,285 ", 15 ," 2,378 ", 7 ," 2,066 ", 14 ," 2,260 ", 11 ," 3,814 ", 2 ," 4,241 ", 11 ," 3,918 ", 2 ," 5,457 ", 3 ," 4,157 ",
153093,,, 1 ," 1,518 ", 1 ," 1,578 ",,,,,,,,, 2 ," 1,155 ",,,,,,,,, 1 ," 2,411 ", 2 ," 1,634 ", 1 ," 2,305 ", 1 ," 3,303 ",,,,,,, 8 ," 3,503 ", 1 ," 3,595 ",,,
153098, 3 ," 2,664 ", 3 ," 2,516 ", 14 ," 1,197 ", 3 ," 1,697 ",,,,, 4 ," 1,505 ", 2 , 842 ,,, 1 ," 1,991 ", 10 ," 1,839 ", 1 ," 2,118 ", 2 ," 1,821 ", 3 ," 1,554 ", 2 ," 2,243 ", 2 ," 2,348 ", 2 ," 2,135 ", 5 ," 2,713 ", 3 ," 3,441 ", 1 ," 3,898 ", 3 ," 3,741 ",,,
153099, 1 ," 1,943 ", 7 ," 1,797 ", 5 ," 1,792 ",,,,,,, 2 ," 1,284 ",,, 2 ," 1,686 ", 8 ," 2,616 ",,,,, 1 ," 1,499 ", 1 ," 1,091 ",,, 1 ," 1,662 ",,, 1 ,, 5 ," 2,489 ", 3 ," 3,670 ", 11 ," 6,819 ", 3 ," 7,587 ",
153100,,,,,,,,,,,,,,,,,,,,,,,,,,, 11 ," 3,237 ", 29 ," 3,266 ", 26 ," 3,591 ", 9 ," 3,748 ", 5 ," 2,306 ", 13 ," 3,385 ", 8 ," 3,362 ", 3 ," 3,186 ",,,
153101, 1 ," 1,788 ",,,,, 1 , 757 , 7 ," 2,007 ", 6 ," 1,995 ",,, 1 ," 1,021 ", 1 ," 1,270 ",,,,, 4 ," 1,574 ", 2 ," 1,099 ", 5 ," 2,084 ", 1 ," 1,327 ", 1 ," 2,857 ", 5 ," 2,393 ",,, 4 ," 3,390 ", 3 ," 3,881 ", 2 ," 2,811 ", 1 ," 6,347 ",
153102,,,,,,,,,,, 4 ," 1,672 ", 6 ," 2,199 ", 5 ," 2,222 ",,,,,,,,,,,,,,,,, 1 ," 2,849 ", 2 ," 2,884 ",,,,,,,,,
153103,,,,, 8 ," 1,432 ",,, 6 ," 1,125 ",,,,, 4 ," 1,271 ", 11 ," 2,209 ",,, 1 , 808 , 1 , 892 ,,,,, 10 ," 1,061 ",,, 2 ," 1,915 ", 1 ," 3,879 ", 2 ," 2,618 ",,, 2 ," 2,697 ",,,
153104, 1 ," 1,013 ",,, 3 ," 1,693 ",,,,,,, 1 , 191 ,,, 7 , 743 , 4 ," 1,559 ", 3 , 970 , 1 ," 1,906 ", 4 ," 1,696 ", 1 ," 1,676 ",,,,, 3 ," 2,148 ", 1 ," 4,190 ",,,,,,, 1 ,,
153105,,,,,,,,,,,,,,,,,,,,,,, 4 ," 2,942 ", 14 ," 3,150 ", 7 ," 2,925 ",,, 1 ," 3,659 ",,,,,,, 1 ," 5,682 ",,,,,
153106,,,,,,,,,,,,,,,,, 6 ," 2,389 ", 2 ," 2,363 ",,,,,,,,,,, 17 ," 3,936 ", 14 ," 3,975 ", 3 ," 4,382 ", 2 ," 3,208 ", 1 ," 4,938 ",,,,,
153107,,,,, 1 ," 1,831 ", 5 ," 1,659 ",,,,,,, 2 ," 2,306 ", 3 ," 2,185 ", 5 ," 2,208 ",,,,,,, 15 ," 2,867 ", 3 ," 2,803 ", 1 ," 2,898 ", 7 ," 3,249 ", 8 ," 3,256 ", 1 ,,,, 1 ," 5,436 ",,,
153108, 1 ," 1,808 ", 1 ," 1,607 ",,,,,,,,,,,,,,,,,,,,, 1 ," 1,566 ",,,,,,,,,,,,,,,,,,,
153109,,,,,,, 2 , 189 ,,,,, 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
